PAIRS: 11130
VAN:   Max Speed=40km/h
BIKE:  Max Speed=20km/h
---------------------------------------------

NA			 NB			  VAN(s)      BIKE(s)
02342 		 02083 		  208 		  208
02342 		 02087 		  208 		  208
02342 		 02094 		  174 		  174
02342 		 02098 		  157 		  157
02342 		 02104 		  154 		  154
02342 		 02114 		  188 		  188
02342 		 02117 		  169 		  169
02342 		 02127 		  164 		  164
02342 		 02135 		  130 		  130
02342 		 02137 		  212 		  212
02342 		 02143 		  172 		  172
02342 		 02152 		  129 		  129
02342 		 02157 		  94 		  94
02342 		 02160 		  147 		  147
02342 		 02178 		  98 		  98
02342 		 02182 		  142 		  142
02342 		 02193 		  152 		  152
02342 		 02195 		  143 		  143
02342 		 02205 		  47 		  47
02342 		 02212 		  126 		  126
02342 		 02216 		  101 		  101
02342 		 02223 		  148 		  148
02342 		 02234 		  134 		  134
02342 		 02236 		  152 		  152
02342 		 02243 		  205 		  205
02342 		 02246 		  252 		  252
02342 		 02251 		  221 		  221
02342 		 02258 		  243 		  243
02342 		 02262 		  327 		  327
02342 		 02263 		  290 		  290
02342 		 02264 		  270 		  270
02342 		 02279 		  250 		  250
02342 		 02282 		  273 		  273
02342 		 02283 		  263 		  263
02342 		 02294 		  317 		  317
02342 		 02296 		  210 		  210
02342 		 02303 		  168 		  168
02342 		 02305 		  165 		  165
02342 		 02311 		  84 		  84
02342 		 02312 		  65 		  65
02342 		 02317 		  225 		  225
02342 		 02320 		  206 		  206
02342 		 02324 		  160 		  160
02342 		 02325 		  290 		  290
02342 		 02328 		  275 		  275
02342 		 02332 		  131 		  131
02342 		 02347 		  29 		  29
02342 		 02348 		  98 		  98
02342 		 02373 		  84 		  84
02342 		 02375 		  100 		  100
02342 		 02376 		  251 		  251
02342 		 02380 		  152 		  152
02342 		 02383 		  119 		  119
02342 		 02394 		  218 		  218
02342 		 02403 		  154 		  154
02342 		 02432 		  353 		  353
02342 		 02453 		  372 		  372
02342 		 02466 		  446 		  446
02342 		 02472 		  280 		  280
02342 		 02476 		  264 		  264
02342 		 02490 		  336 		  336
02342 		 02494 		  326 		  326
02342 		 02505 		  349 		  349
02342 		 02511 		  402 		  402
02342 		 02513 		  449 		  449
02342 		 02530 		  437 		  437
02342 		 02539 		  131 		  131
02342 		 02540 		  136 		  136
02342 		 02542 		  116 		  116
02342 		 02551 		  119 		  119
02342 		 02560 		  125 		  125
02342 		 02563 		  144 		  144
02342 		 02566 		  102 		  102
02342 		 02590 		  132 		  132
02342 		 02593 		  138 		  138
02342 		 02597 		  154 		  154
02342 		 02610 		  223 		  223
02342 		 02615 		  133 		  133
02342 		 02620 		  63 		  63
02342 		 05066 		  205 		  205
02342 		 05108 		  385 		  385
02342 		 05294 		  323 		  323
02342 		 05295 		  240 		  240
02342 		 05296 		  279 		  279
02342 		 50541 		  210 		  210
02342 		 50547 		  151 		  151
02342 		 50548 		  308 		  308
02342 		 50569 		  244 		  244
02342 		 50583 		  305 		  305
02342 		 99991 		  367 		  367
02342 		 99992 		  369 		  369
02342 		 99993 		  270 		  270
02342 		 99994 		  180 		  180
02347 		 00001 		  1383 		  1632
02347 		 00002 		  319 		  319
02347 		 00754 		  400 		  400
02347 		 00770 		  219 		  219
02347 		 01098 		  464 		  464
02347 		 02016 		  312 		  312
02347 		 02027 		  239 		  239
02347 		 02032 		  243 		  243
02347 		 02035 		  299 		  299
02347 		 02040 		  276 		  276
02347 		 02062 		  258 		  258
02347 		 02079 		  269 		  269
02347 		 02083 		  237 		  237
02347 		 02087 		  236 		  236
02347 		 02094 		  203 		  203
02347 		 02098 		  186 		  186
02347 		 02104 		  183 		  183
02347 		 02114 		  217 		  217
02347 		 02117 		  197 		  197
02347 		 02127 		  193 		  193
02347 		 02135 		  158 		  158
02347 		 02137 		  241 		  241
02347 		 02143 		  201 		  201
02347 		 02152 		  157 		  157
02347 		 02157 		  123 		  123
02347 		 02160 		  176 		  176
02347 		 02178 		  127 		  127
02347 		 02182 		  171 		  171
02347 		 02193 		  144 		  144
02347 		 02195 		  128 		  128
02347 		 02205 		  75 		  75
02347 		 02212 		  98 		  98
02347 		 02216 		  73 		  73
02347 		 02223 		  120 		  120
02347 		 02234 		  106 		  106
02347 		 02236 		  124 		  124
02347 		 02243 		  234 		  234
02347 		 02246 		  281 		  281
02347 		 02251 		  250 		  250
02347 		 02258 		  272 		  272
02347 		 02262 		  356 		  356
02347 		 02263 		  319 		  319
02347 		 02264 		  299 		  299
02347 		 02279 		  279 		  279
02347 		 02282 		  303 		  303
02347 		 02283 		  293 		  293
02347 		 02294 		  346 		  346
02347 		 02296 		  239 		  239
02347 		 02303 		  197 		  197
02347 		 02305 		  194 		  194
02347 		 02311 		  112 		  112
02347 		 02312 		  93 		  93
02347 		 02317 		  254 		  254
02347 		 02320 		  235 		  235
02347 		 02324 		  188 		  188
02347 		 02325 		  319 		  319
02347 		 02328 		  305 		  305
02347 		 02332 		  160 		  160
02347 		 02342 		  29 		  29
02347 		 02348 		  70 		  70
02347 		 02373 		  56 		  56
02347 		 02375 		  72 		  72
02347 		 02376 		  281 		  281
02347 		 02380 		  181 		  181
02347 		 02383 		  169 		  169
02347 		 02394 		  247 		  247
02347 		 02403 		  202 		  202
02347 		 02432 		  383 		  383
02347 		 02453 		  401 		  401
02347 		 02466 		  463 		  463
02347 		 02472 		  309 		  309
02347 		 02476 		  293 		  293
02347 		 02490 		  365 		  365
02347 		 02494 		  372 		  372
02347 		 02505 		  313 		  313
02347 		 02511 		  435 		  435
02347 		 02513 		  418 		  418
02347 		 02530 		  405 		  405
02347 		 02539 		  102 		  102
02347 		 02540 		  108 		  108
02347 		 02542 		  87 		  87
02347 		 02551 		  90 		  90
02347 		 02560 		  97 		  97
02347 		 02563 		  116 		  116
02347 		 02566 		  148 		  148
02347 		 02590 		  180 		  180
02347 		 02593 		  183 		  183
02347 		 02597 		  183 		  183
02347 		 02610 		  252 		  252
02347 		 02615 		  162 		  162
02347 		 02620 		  36 		  36
02347 		 05066 		  233 		  233
02347 		 05108 		  414 		  414
02347 		 05294 		  295 		  295
02347 		 05295 		  268 		  268
02347 		 05296 		  307 		  307
02347 		 50541 		  182 		  182
02347 		 50547 		  180 		  180
02347 		 50548 		  338 		  338
02347 		 50569 		  273 		  273
02347 		 50583 		  388 		  388
02347 		 99991 		  338 		  338
02347 		 99992 		  399 		  399
02347 		 99993 		  300 		  300
02347 		 99994 		  122 		  122
02348 		 00001 		  1376 		  1634
02348 		 00002 		  250 		  250
02348 		 00754 		  326 		  326
02348 		 00770 		  306 		  306
02348 		 01098 		  530 		  530
02348 		 02016 		  319 		  319
02348 		 02027 		  341 		  341
02348 		 02032 		  308 		  308
02348 		 02035 		  334 		  334
02348 		 02040 		  291 		  291
02348 		 02062 		  298 		  298
02348 		 02079 		  253 		  253
02348 		 02083 		  223 		  223
02348 		 02087 		  278 		  278
02348 		 02094 		  206 		  206
02348 		 02098 		  180 		  180
02348 		 02104 		  148 		  148
02348 		 02114 		  326 		  326
02348 		 02117 		  337 		  337
02348 		 02127 		  233 		  233
02348 		 02135 		  234 		  234
02348 		 02137 		  343 		  343
02348 		 02143 		  302 		  302
02348 		 02152 		  226 		  226
02348 		 02157 		  191 		  191
02348 		 02160 		  277 		  277
02348 		 02178 		  207 		  207
02348 		 02182 		  134 		  134
02348 		 02193 		  107 		  107
02348 		 02195 		  93 		  93
02348 		 02205 		  144 		  144
02348 		 02212 		  95 		  95
02348 		 02216 		  69 		  69
02348 		 02223 		  85 		  85
02348 		 02234 		  38 		  38
02348 		 02236 		  57 		  57
02348 		 02243 		  299 		  299
02348 		 02246 		  346 		  346
02348 		 02251 		  314 		  314
02348 		 02258 		  336 		  336
02348 		 02262 		  420 		  420
02348 		 02263 		  383 		  383
02348 		 02264 		  363 		  363
02348 		 02279 		  346 		  346
02348 		 02282 		  367 		  367
02348 		 02283 		  357 		  357
02348 		 02294 		  413 		  413
02348 		 02296 		  303 		  303
02348 		 02303 		  261 		  261
02348 		 02305 		  258 		  258
02348 		 02311 		  214 		  214
02348 		 02312 		  195 		  195
02348 		 02317 		  319 		  319
02348 		 02320 		  299 		  299
02348 		 02324 		  253 		  253
02348 		 02325 		  386 		  386
02348 		 02328 		  371 		  371
02348 		 02332 		  226 		  226
02348 		 02342 		  98 		  98
02348 		 02347 		  70 		  70
02348 		 02373 		  90 		  90
02348 		 02375 		  72 		  72
02348 		 02376 		  353 		  353
02348 		 02380 		  247 		  247
02348 		 02383 		  201 		  201
02348 		 02394 		  320 		  320
02348 		 02403 		  237 		  237
02348 		 02432 		  454 		  454
02348 		 02453 		  460 		  460
02348 		 02466 		  455 		  455
02348 		 02472 		  418 		  418
02348 		 02476 		  347 		  347
02348 		 02490 		  456 		  456
02348 		 02494 		  368 		  368
02348 		 02505 		  309 		  309
02348 		 02511 		  428 		  428
02348 		 02513 		  412 		  412
02348 		 02530 		  398 		  398
02348 		 02539 		  33 		  33
02348 		 02540 		  38 		  39
02348 		 02542 		  19 		  19
02348 		 02551 		  54 		  54
02348 		 02560 		  97 		  97
02348 		 02563 		  114 		  114
02348 		 02566 		  180 		  180
02348 		 02590 		  214 		  214
02348 		 02593 		  217 		  217
02348 		 02597 		  248 		  248
02348 		 02610 		  317 		  317
02348 		 02615 		  230 		  230
02348 		 02620 		  39 		  39
02348 		 05066 		  332 		  332
02348 		 05108 		  454 		  454
02348 		 05294 		  290 		  290
02348 		 05295 		  367 		  367
02348 		 05296 		  373 		  373
02348 		 50541 		  114 		  114
02348 		 50547 		  174 		  174
02348 		 50548 		  382 		  382
02348 		 50569 		  398 		  398
02348 		 50583 		  317 		  317
02348 		 99991 		  443 		  443
02348 		 99992 		  479 		  479
02348 		 99993 		  334 		  334
02348 		 99994 		  60 		  60
02373 		 00001 		  1395 		  1650
02373 		 00002 		  337 		  337
02373 		 00754 		  417 		  417
02373 		 00770 		  162 		  162
02373 		 01098 		  450 		  450
02373 		 02016 		  376 		  376
02373 		 02027 		  261 		  261
02373 		 02032 		  230 		  230
02373 		 02035 		  356 		  356
02373 		 02040 		  337 		  337
02373 		 02062 		  319 		  319
02373 		 02079 		  333 		  333
02373 		 02083 		  301 		  301
02373 		 02087 		  297 		  297
02373 		 02094 		  264 		  264
02373 		 02098 		  248 		  248
02373 		 02104 		  220 		  220
02373 		 02114 		  296 		  296
02373 		 02117 		  269 		  269
02373 		 02127 		  255 		  255
02373 		 02135 		  213 		  213
02373 		 02137 		  263 		  263
02373 		 02143 		  223 		  223
02373 		 02152 		  232 		  232
02373 		 02157 		  185 		  185
02373 		 02160 		  198 		  198
02373 		 02178 		  182 		  182
02373 		 02182 		  189 		  189
02373 		 02193 		  163 		  163
02373 		 02195 		  146 		  146
02373 		 02205 		  130 		  130
02373 		 02212 		  117 		  117
02373 		 02216 		  92 		  92
02373 		 02223 		  139 		  139
02373 		 02234 		  125 		  125
02373 		 02236 		  142 		  142
02373 		 02243 		  220 		  220
02373 		 02246 		  267 		  267
02373 		 02251 		  235 		  235
02373 		 02258 		  257 		  257
02373 		 02262 		  342 		  342
02373 		 02263 		  305 		  305
02373 		 02264 		  284 		  284
02373 		 02279 		  267 		  267
02373 		 02282 		  289 		  289
02373 		 02283 		  278 		  278
02373 		 02294 		  333 		  333
02373 		 02296 		  224 		  224
02373 		 02303 		  182 		  182
02373 		 02305 		  179 		  179
02373 		 02311 		  134 		  134
02373 		 02312 		  116 		  116
02373 		 02317 		  239 		  239
02373 		 02320 		  220 		  220
02373 		 02324 		  175 		  175
02373 		 02325 		  306 		  306
02373 		 02328 		  291 		  291
02373 		 02332 		  147 		  147
02373 		 02342 		  84 		  84
02373 		 02347 		  56 		  56
02373 		 02348 		  90 		  90
02373 		 02375 		  31 		  31
02373 		 02376 		  273 		  273
02373 		 02380 		  168 		  168
02373 		 02383 		  121 		  121
02373 		 02394 		  240 		  240
02373 		 02403 		  155 		  155
02373 		 02432 		  374 		  374
02373 		 02453 		  409 		  409
02373 		 02466 		  405 		  405
02373 		 02472 		  339 		  339
02373 		 02476 		  267 		  267
02373 		 02490 		  405 		  405
02373 		 02494 		  316 		  316
02373 		 02505 		  257 		  257
02373 		 02511 		  378 		  378
02373 		 02513 		  362 		  362
02373 		 02530 		  348 		  348
02373 		 02539 		  121 		  121
02373 		 02540 		  126 		  126
02373 		 02542 		  107 		  107
02373 		 02551 		  109 		  109
02373 		 02560 		  56 		  56
02373 		 02563 		  80 		  80
02373 		 02566 		  100 		  100
02373 		 02590 		  133 		  133
02373 		 02593 		  136 		  136
02373 		 02597 		  169 		  169
02373 		 02610 		  237 		  237
02373 		 02615 		  225 		  225
02373 		 02620 		  50 		  50
02373 		 05066 		  255 		  255
02373 		 05108 		  476 		  476
02373 		 05294 		  225 		  225
02373 		 05295 		  290 		  290
02373 		 05296 		  294 		  294
02373 		 50541 		  201 		  201
02373 		 50547 		  239 		  239
02373 		 50548 		  400 		  400
02373 		 50569 		  346 		  346
02373 		 50583 		  406 		  406
02373 		 99991 		  282 		  282
02373 		 99992 		  399 		  399
02373 		 99993 		  356 		  356
02373 		 99994 		  141 		  141
02375 		 00001 		  1354 		  1608
02375 		 00002 		  287 		  287
02375 		 00754 		  363 		  363
02375 		 00770 		  153 		  153
02375 		 01098 		  479 		  479
02375 		 02016 		  381 		  381
02375 		 02027 		  290 		  290
02375 		 02032 		  259 		  259
02375 		 02035 		  371 		  371
02375 		 02040 		  352 		  352
02375 		 02062 		  334 		  334
02375 		 02079 		  348 		  348
02375 		 02083 		  316 		  316
02375 		 02087 		  313 		  313
02375 		 02094 		  279 		  279
02375 		 02098 		  263 		  263
02375 		 02104 		  226 		  226
02375 		 02114 		  363 		  363
02375 		 02117 		  298 		  298
02375 		 02127 		  270 		  270
02375 		 02135 		  230 		  230
02375 		 02137 		  292 		  292
02375 		 02143 		  252 		  252
02375 		 02152 		  261 		  261
02375 		 02157 		  194 		  194
02375 		 02160 		  227 		  227
02375 		 02178 		  244 		  244
02375 		 02182 		  198 		  198
02375 		 02193 		  171 		  171
02375 		 02195 		  158 		  158
02375 		 02205 		  146 		  146
02375 		 02212 		  132 		  132
02375 		 02216 		  106 		  106
02375 		 02223 		  154 		  154
02375 		 02234 		  108 		  108
02375 		 02236 		  93 		  93
02375 		 02243 		  249 		  249
02375 		 02246 		  296 		  296
02375 		 02251 		  264 		  264
02375 		 02258 		  286 		  286
02375 		 02262 		  371 		  371
02375 		 02263 		  334 		  334
02375 		 02264 		  313 		  313
02375 		 02279 		  296 		  296
02375 		 02282 		  318 		  318
02375 		 02283 		  308 		  308
02375 		 02294 		  362 		  362
02375 		 02296 		  253 		  253
02375 		 02303 		  211 		  211
02375 		 02305 		  208 		  208
02375 		 02311 		  164 		  164
02375 		 02312 		  145 		  145
02375 		 02317 		  268 		  268
02375 		 02320 		  249 		  249
02375 		 02324 		  204 		  204
02375 		 02325 		  335 		  335
02375 		 02328 		  320 		  320
02375 		 02332 		  176 		  176
02375 		 02342 		  100 		  100
02375 		 02347 		  72 		  72
02375 		 02348 		  72 		  72
02375 		 02373 		  31 		  31
02375 		 02376 		  302 		  302
02375 		 02380 		  197 		  197
02375 		 02383 		  150 		  150
02375 		 02394 		  269 		  269
02375 		 02403 		  184 		  184
02375 		 02432 		  471 		  471
02375 		 02453 		  395 		  395
02375 		 02466 		  392 		  392
02375 		 02472 		  368 		  368
02375 		 02476 		  349 		  349
02375 		 02490 		  391 		  391
02375 		 02494 		  303 		  303
02375 		 02505 		  244 		  244
02375 		 02511 		  364 		  364
02375 		 02513 		  346 		  346
02375 		 02530 		  334 		  334
02375 		 02539 		  70 		  70
02375 		 02540 		  75 		  75
02375 		 02542 		  55 		  55
02375 		 02551 		  58 		  58
02375 		 02560 		  26 		  26
02375 		 02563 		  50 		  50
02375 		 02566 		  129 		  129
02375 		 02590 		  161 		  161
02375 		 02593 		  165 		  165
02375 		 02597 		  198 		  198
02375 		 02610 		  266 		  266
02375 		 02615 		  254 		  254
02375 		 02620 		  39 		  39
02375 		 05066 		  284 		  284
02375 		 05108 		  491 		  491
02375 		 05294 		  224 		  224
02375 		 05295 		  319 		  319
02375 		 05296 		  322 		  322
02375 		 50541 		  149 		  149
02375 		 50547 		  238 		  238
02375 		 50548 		  414 		  414
02375 		 50569 		  375 		  375
02375 		 50583 		  354 		  354
02375 		 99991 		  269 		  269
02375 		 99992 		  428 		  428
02375 		 99993 		  371 		  371
02375 		 99994 		  126 		  126
02376 		 00001 		  1456 		  1765
02376 		 00002 		  463 		  463
02376 		 00754 		  760 		  760
02376 		 00770 		  307 		  307
02376 		 01098 		  226 		  226
02376 		 02016 		  409 		  409
02376 		 02027 		  207 		  207
02376 		 02032 		  166 		  173
02376 		 02035 		  321 		  321
02376 		 02040 		  340 		  340
02376 		 02062 		  287 		  287
02376 		 02079 		  367 		  367
02376 		 02083 		  336 		  336
02376 		 02087 		  299 		  299
02376 		 02094 		  302 		  302
02376 		 02098 		  285 		  285
02376 		 02104 		  341 		  341
02376 		 02114 		  240 		  240
02376 		 02117 		  215 		  218
02376 		 02127 		  292 		  292
02376 		 02135 		  260 		  260
02376 		 02137 		  205 		  205
02376 		 02143 		  168 		  168
02376 		 02152 		  276 		  276
02376 		 02157 		  240 		  240
02376 		 02160 		  243 		  243
02376 		 02178 		  235 		  235
02376 		 02182 		  329 		  329
02376 		 02193 		  366 		  366
02376 		 02195 		  361 		  361
02376 		 02205 		  263 		  263
02376 		 02212 		  361 		  361
02376 		 02216 		  355 		  355
02376 		 02223 		  396 		  396
02376 		 02234 		  389 		  389
